date,sku,region,units_sold,weather,event,buzz_score
2023-05-19,SKU_C,East,59,cold,concert,50
2023-05-19,SKU_A,West,83,rainy,concert,8
2023-05-19,SKU_B,West,83,hot,concert,41
2023-05-19,SKU_C,West,48,sunny,none,52
2023-05-20,SKU_A,North,45,cold,sports,20
2023-05-20,SKU_B,North,39,rainy,none,73
2023-05-20,SKU_C,North,43,hot,none,73
2023-05-20,SKU_A,South,45,hot,concert,99
2023-05-20,SKU_B,South,66,hot,none,43
2023-05-20,SKU_C,South,52,hot,concert,15
2023-05-20,SKU_A,East,20,hot,none,54
2023-05-20,SKU_B,East,102,cold,none,65
2023-05-20,SKU_C,East,63,hot,concert,91
2023-05-20,SKU_A,West,59,rainy,none,48
2023-05-20,SKU_B,West,68,rainy,none,76
2023-05-20,SKU_C,West,55,cold,none,33
2023-05-21,SKU_A,North,63,hot,concert,58
2023-05-21,SKU_B,North,82,hot,sports,9
2023-05-21,SKU_C,North,54,cold,none,30
2023-05-21,SKU_A,South,104,hot,sports,76
2023-05-21,SKU_B,South,104,hot,sports,69
2023-05-21,SKU_C,South,56,sunny,none,93
2023-05-21,SKU_A,East,49,cold,concert,62
2023-05-21,SKU_B,East,91,cold,concert,22
2023-05-21,SKU_C,East,53,hot,concert,1
2023-05-21,SKU_A,West,62,cold,concert,67
2023-05-21,SKU_B,West,114,cold,sports,39
2023-05-21,SKU_C,West,90,cold,sports,3
2023-05-22,SKU_A,North,86,rainy,none,73
2023-05-22,SKU_B,North,72,rainy,concert,36
2023-05-22,SKU_C,North,102,rainy,concert,73
2023-05-22,SKU_A,South,57,rainy,sports,61
2023-05-22,SKU_B,South,41,hot,none,97
2023-05-22,SKU_C,South,81,rainy,sports,56
2023-05-22,SKU_A,East,46,sunny,sports,28
2023-05-22,SKU_B,East,78,hot,concert,5
2023-05-22,SKU_C,East,81,hot,concert,54
2023-05-22,SKU_A,West,25,rainy,none,60
2023-05-22,SKU_B,West,38,sunny,none,80
2023-05-22,SKU_C,West,89,hot,sports,85
2023-05-23,SKU_A,North,48,hot,concert,60
2023-05-23,SKU_B,North,48,hot,concert,38
2023-05-23,SKU_C,North,40,cold,none,23
2023-05-23,SKU_A,South,45,rainy,none,92
2023-05-23,SKU_B,South,52,hot,none,40
2023-05-23,SKU_C,South,54,sunny,sports,0
2023-05-23,SKU_A,East,21,rainy,none,34
2023-05-23,SKU_B,East,80,sunny,concert,2
2023-05-23,SKU_C,East,46,hot,sports,74
2023-05-23,SKU_A,West,35,hot,sports,52
2023-05-23,SKU_B,West,74,rainy,concert,7
2023-05-23,SKU_C,West,57,sunny,none,49
2023-05-24,SKU_A,North,60,cold,none,76
2023-05-24,SKU_B,North,33,hot,none,74
2023-05-24,SKU_C,North,98,sunny,concert,82
2023-05-24,SKU_A,South,41,hot,none,46
2023-05-24,SKU_B,South,41,rainy,none,63
2023-05-24,SKU_C,South,88,rainy,none,85
2023-05-24,SKU_A,East,87,cold,sports,37
2023-05-24,SKU_B,East,77,hot,sports,46
2023-05-24,SKU_C,East,35,hot,none,46
2023-05-24,SKU_A,West,69,rainy,concert,68
2023-05-24,SKU_B,West,58,cold,concert,60
2023-05-24,SKU_C,West,101,rainy,concert,81
2023-05-25,SKU_A,North,90,sunny,concert,23
2023-05-25,SKU_B,North,71,cold,none,67
2023-05-25,SKU_C,North,95,cold,concert,63
2023-05-25,SKU_A,South,63,cold,concert,6
2023-05-25,SKU_B,South,58,sunny,concert,43
2023-05-25,SKU_C,South,28,hot,none,43
2023-05-25,SKU_A,East,82,sunny,sports,8
2023-05-25,SKU_B,East,79,cold,sports,64
2023-05-25,SKU_C,East,33,cold,none,30
2023-05-25,SKU_A,West,49,sunny,sports,24
2023-05-25,SKU_B,West,69,sunny,concert,88
2023-05-25,SKU_C,West,25,cold,none,31
2023-05-26,SKU_A,North,52,rainy,sports,18
2023-05-26,SKU_B,North,64,cold,none,85
2023-05-26,SKU_C,North,50,cold,none,36
2023-05-26,SKU_A,South,85,hot,sports,79
2023-05-26,SKU_B,South,88,sunny,concert,4
2023-05-26,SKU_C,South,58,rainy,none,92
2023-05-26,SKU_A,East,73,sunny,concert,11
2023-05-26,SKU_B,East,81,sunny,sports,93
2023-05-26,SKU_C,East,91,rainy,concert,20
2023-05-26,SKU_A,West,101,sunny,concert,80
2023-05-26,SKU_B,West,69,sunny,none,16
2023-05-26,SKU_C,West,65,cold,concert,63
2023-05-27,SKU_A,North,47,cold,none,13
2023-05-27,SKU_B,North,55,rainy,concert,84
2023-05-27,SKU_C,North,77,hot,concert,12
2023-05-27,SKU_A,South,87,cold,sports,69
2023-05-27,SKU_B,South,76,hot,sports,15
2023-05-27,SKU_C,South,104,hot,sports,94
2023-05-27,SKU_A,East,73,hot,concert,99
2023-05-27,SKU_B,East,55,hot,concert,78
2023-05-27,SKU_C,East,40,cold,sports,37
2023-05-27,SKU_A,West,39,rainy,sports,31
2023-05-27,SKU_B,West,62,cold,sports,29
2023-05-27,SKU_C,West,47,rainy,concert,50
2023-05-28,SKU_A,North,61,sunny,sports,39
2023-05-28,SKU_B,North,41,hot,sports,46
2023-05-28,SKU_C,North,52,sunny,concert,13
2023-05-28,SKU_A,South,70,hot,none,48
2023-05-28,SKU_B,South,73,hot,concert,80
2023-05-28,SKU_C,South,57,hot,none,59
2023-05-28,SKU_A,East,93,sunny,concert,27
2023-05-28,SKU_B,East,67,sunny,none,73
2023-05-28,SKU_C,East,54,sunny,sports,44
2023-05-28,SKU_A,West,61,hot,sports,35
2023-05-28,SKU_B,West,23,rainy,none,47
2023-05-28,SKU_C,West,84,sunny,sports,30
2023-05-29,SKU_A,North,51,hot,sports,35
2023-05-29,SKU_B,North,60,sunny,sports,6
2023-05-29,SKU_C,North,29,cold,none,25
2023-05-29,SKU_A,South,53,rainy,none,80
2023-05-29,SKU_B,South,50,hot,concert,51
2023-05-29,SKU_C,South,51,cold,concert,98
2023-05-29,SKU_A,East,42,cold,none,24
2023-05-29,SKU_B,East,54,rainy,concert,92
2023-05-29,SKU_C,East,85,hot,sports,67
2023-05-29,SKU_A,West,96,rainy,sports,86
2023-05-29,SKU_B,West,95,rainy,concert,89
2023-05-29,SKU_C,West,90,rainy,concert,24
2023-05-30,SKU_A,North,53,cold,concert,96
2023-05-30,SKU_B,North,90,cold,sports,29
2023-05-30,SKU_C,North,64,hot,sports,52
2023-05-30,SKU_A,South,40,hot,none,32
2023-05-30,SKU_B,South,40,rainy,sports,50
2023-05-30,SKU_C,South,71,hot,concert,44
2023-05-30,SKU_A,East,100,sunny,sports,80
2023-05-30,SKU_B,East,86,sunny,sports,72
2023-05-30,SKU_C,East,75,rainy,none,4
2023-05-30,SKU_A,West,36,hot,concert,10
2023-05-30,SKU_B,West,71,sunny,sports,54
2023-05-30,SKU_C,West,35,hot,concert,50
2023-05-31,SKU_A,North,45,sunny,sports,79
2023-05-31,SKU_B,North,65,hot,none,88
2023-05-31,SKU_C,North,57,sunny,none,6
2023-05-31,SKU_A,South,26,sunny,none,13
2023-05-31,SKU_B,South,91,cold,concert,36
2023-05-31,SKU_C,South,73,cold,concert,5
2023-05-31,SKU_A,East,32,hot,none,67
2023-05-31,SKU_B,East,102,sunny,sports,61
2023-05-31,SKU_C,East,68,cold,concert,12
2023-05-31,SKU_A,West,59,sunny,sports,59
2023-05-31,SKU_B,West,84,hot,sports,86
2023-05-31,SKU_C,West,95,rainy,sports,64
2023-06-01,SKU_A,North,70,rainy,none,48
2023-06-01,SKU_B,North,100,hot,sports,65
2023-06-01,SKU_C,North,86,rainy,sports,67
2023-06-01,SKU_A,South,46,rainy,none,98
2023-06-01,SKU_B,South,68,cold,sports,16
2023-06-01,SKU_C,South,46,rainy,concert,12
2023-06-01,SKU_A,East,31,cold,none,18
2023-06-01,SKU_B,East,73,cold,sports,38
2023-06-01,SKU_C,East,46,sunny,none,85
2023-06-01,SKU_A,West,70,cold,concert,10
2023-06-01,SKU_B,West,71,cold,sports,75
2023-06-01,SKU_C,West,103,sunny,concert,85
2023-06-02,SKU_A,North,76,sunny,concert,80
2023-06-02,SKU_B,North,110,cold,sports,63
2023-06-02,SKU_C,North,79,sunny,concert,96
2023-06-02,SKU_A,South,88,hot,concert,91
2023-06-02,SKU_B,South,55,rainy,none,22
2023-06-02,SKU_C,South,89,cold,concert,12
2023-06-02,SKU_A,East,61,hot,none,68
2023-06-02,SKU_B,East,88,cold,none,50
2023-06-02,SKU_C,East,68,sunny,concert,7
2023-06-02,SKU_A,West,74,rainy,none,87
2023-06-02,SKU_B,West,59,hot,sports,3
2023-06-02,SKU_C,West,52,cold,concert,64
2023-06-03,SKU_A,North,69,rainy,sports,86
2023-06-03,SKU_B,North,94,rainy,sports,7
2023-06-03,SKU_C,North,45,rainy,none,41
2023-06-03,SKU_A,South,38,hot,sports,26
2023-06-03,SKU_B,South,34,rainy,none,42
2023-06-03,SKU_C,South,89,cold,sports,72
2023-06-03,SKU_A,East,99,rainy,concert,72
2023-06-03,SKU_B,East,69,sunny,none,69
2023-06-03,SKU_C,East,25,rainy,none,50
2023-06-03,SKU_A,West,49,rainy,concert,78
2023-06-03,SKU_B,West,46,hot,concert,45
2023-06-03,SKU_C,West,84,cold,concert,33
2023-06-04,SKU_A,North,47,rainy,concert,78
2023-06-04,SKU_B,North,102,sunny,concert,68
2023-06-04,SKU_C,North,61,rainy,concert,92
2023-06-04,SKU_A,South,42,cold,none,7
2023-06-04,SKU_B,South,91,cold,none,36
2023-06-04,SKU_C,South,52,hot,concert,33
2023-06-04,SKU_A,East,92,hot,sports,15
2023-06-04,SKU_B,East,91,hot,concert,12
2023-06-04,SKU_C,East,94,cold,sports,94
2023-06-04,SKU_A,West,63,cold,concert,7
2023-06-04,SKU_B,West,102,cold,sports,27
2023-06-04,SKU_C,West,81,sunny,concert,24
2023-06-05,SKU_A,North,80,hot,concert,7
2023-06-05,SKU_B,North,78,rainy,sports,84
2023-06-05,SKU_C,North,44,rainy,sports,38
2023-06-05,SKU_A,South,85,hot,none,75
2023-06-05,SKU_B,South,60,sunny,none,54
2023-06-05,SKU_C,South,58,cold,sports,68
2023-06-05,SKU_A,East,40,hot,none,50
2023-06-05,SKU_B,East,48,rainy,sports,98
2023-06-05,SKU_C,East,29,cold,none,9
2023-06-05,SKU_A,West,48,hot,sports,10
2023-06-05,SKU_B,West,91,hot,concert,17
2023-06-05,SKU_C,West,56,sunny,sports,38
2023-06-06,SKU_A,North,62,cold,none,16
2023-06-06,SKU_B,North,70,cold,concert,84
2023-06-06,SKU_C,North,37,hot,concert,43
2023-06-06,SKU_A,South,92,rainy,concert,22
2023-06-06,SKU_B,South,60,sunny,none,51
2023-06-06,SKU_C,South,47,sunny,none,24
2023-06-06,SKU_A,East,72,cold,concert,66
2023-06-06,SKU_B,East,92,cold,concert,99
2023-06-06,SKU_C,East,41,hot,none,26
2023-06-06,SKU_A,West,51,sunny,concert,92
2023-06-06,SKU_B,West,81,cold,concert,78
2023-06-06,SKU_C,West,51,cold,concert,19
2023-06-07,SKU_A,North,77,cold,none,39
2023-06-07,SKU_B,North,66,sunny,sports,36
2023-06-07,SKU_C,North,21,cold,none,17
2023-06-07,SKU_A,South,44,hot,sports,27
2023-06-07,SKU_B,South,73,hot,none,86
2023-06-07,SKU_C,South,81,rainy,sports,87
2023-06-07,SKU_A,East,81,cold,none,84
2023-06-07,SKU_B,East,36,hot,none,72
2023-06-07,SKU_C,East,68,hot,sports,41
2023-06-07,SKU_A,West,73,hot,none,49
2023-06-07,SKU_B,West,62,sunny,concert,75
2023-06-07,SKU_C,West,43,rainy,concert,42
2023-06-08,SKU_A,North,54,rainy,none,0
2023-06-08,SKU_B,North,108,cold,concert,46
2023-06-08,SKU_C,North,88,rainy,sports,15
2023-06-08,SKU_A,South,55,cold,concert,13
2023-06-08,SKU_B,South,83,hot,sports,59
2023-06-08,SKU_C,South,49,cold,sports,78
2023-06-08,SKU_A,East,80,sunny,concert,0
2023-06-08,SKU_B,East,61,cold,none,62
2023-06-08,SKU_C,East,85,rainy,concert,90
2023-06-08,SKU_A,West,69,cold,none,39
2023-06-08,SKU_B,West,53,hot,concert,34
2023-06-08,SKU_C,West,93,cold,concert,41
2023-06-09,SKU_A,North,38,cold,none,48
2023-06-09,SKU_B,North,84,rainy,sports,11
2023-06-09,SKU_C,North,71,cold,none,98
2023-06-09,SKU_A,South,73,hot,none,54
2023-06-09,SKU_B,South,39,rainy,none,8
2023-06-09,SKU_C,South,85,hot,sports,45
2023-06-09,SKU_A,East,38,cold,sports,36
2023-06-09,SKU_B,East,85,sunny,concert,40
2023-06-09,SKU_C,East,41,cold,sports,2
2023-06-09,SKU_A,West,48,hot,none,43
2023-06-09,SKU_B,West,43,hot,sports,48
2023-06-09,SKU_C,West,42,rainy,sports,55
2023-06-10,SKU_A,North,49,sunny,none,57
2023-06-10,SKU_B,North,60,sunny,none,35
2023-06-10,SKU_C,North,63,rainy,none,77
2023-06-10,SKU_A,South,46,hot,none,93
2023-06-10,SKU_B,South,64,hot,none,20
2023-06-10,SKU_C,South,65,sunny,concert,44
2023-06-10,SKU_A,East,43,hot,concert,53
2023-06-10,SKU_B,East,51,sunny,sports,42
2023-06-10,SKU_C,East,87,rainy,concert,22
2023-06-10,SKU_A,West,23,sunny,none,33
2023-06-10,SKU_B,West,63,hot,sports,6
2023-06-10,SKU_C,West,59,hot,concert,90
2023-06-11,SKU_A,North,53,hot,none,6
2023-06-11,SKU_B,North,53,cold,none,30
2023-06-11,SKU_C,North,36,hot,sports,18
2023-06-11,SKU_A,South,58,rainy,sports,87
2023-06-11,SKU_B,South,96,cold,none,13
2023-06-11,SKU_C,South,36,sunny,none,96
2023-06-11,SKU_A,East,96,sunny,concert,65
2023-06-11,SKU_B,East,91,hot,sports,92
2023-06-11,SKU_C,East,67,cold,sports,35
2023-06-11,SKU_A,West,65,hot,sports,83
2023-06-11,SKU_B,West,82,rainy,none,70
2023-06-11,SKU_C,West,43,sunny,none,42
2023-06-12,SKU_A,North,57,hot,none,79
2023-06-12,SKU_B,North,40,hot,none,52
2023-06-12,SKU_C,North,85,rainy,concert,64
2023-06-12,SKU_A,South,53,hot,concert,31
2023-06-12,SKU_B,South,69,cold,sports,58
2023-06-12,SKU_C,South,44,cold,none,13
2023-06-12,SKU_A,East,56,hot,sports,5
2023-06-12,SKU_B,East,61,sunny,none,44
2023-06-12,SKU_C,East,70,cold,concert,44
2023-06-12,SKU_A,West,27,hot,none,28
2023-06-12,SKU_B,West,25,rainy,none,32
2023-06-12,SKU_C,West,89,hot,none,82
2023-06-13,SKU_A,North,75,cold,none,98
2023-06-13,SKU_B,North,88,hot,sports,8
2023-06-13,SKU_C,North,44,rainy,none,64
2023-06-13,SKU_A,South,44,rainy,sports,57
2023-06-13,SKU_B,South,86,rainy,sports,73
2023-06-13,SKU_C,South,76,cold,none,59
2023-06-13,SKU_A,East,77,sunny,concert,28
2023-06-13,SKU_B,East,65,rainy,concert,91
2023-06-13,SKU_C,East,52,hot,none,16
2023-06-13,SKU_A,West,95,cold,sports,61
2023-06-13,SKU_B,West,75,sunny,sports,66
2023-06-13,SKU_C,West,41,sunny,concert,29
2023-06-14,SKU_A,North,81,rainy,none,68
2023-06-14,SKU_B,North,67,sunny,sports,41
2023-06-14,SKU_C,North,57,sunny,concert,60
2023-06-14,SKU_A,South,103,hot,concert,92
2023-06-14,SKU_B,South,71,cold,sports,57
2023-06-14,SKU_C,South,58,sunny,sports,86
2023-06-14,SKU_A,East,94,hot,sports,19
2023-06-14,SKU_B,East,93,rainy,sports,27
2023-06-14,SKU_C,East,75,sunny,none,55
2023-06-14,SKU_A,West,45,cold,none,20
2023-06-14,SKU_B,West,68,sunny,concert,24
2023-06-14,SKU_C,West,81,hot,concert,98
2023-06-15,SKU_A,North,44,rainy,none,81
2023-06-15,SKU_B,North,65,hot,concert,34
2023-06-15,SKU_C,North,57,cold,none,14
2023-06-15,SKU_A,South,88,hot,concert,1
2023-06-15,SKU_B,South,60,sunny,none,39
2023-06-15,SKU_C,South,90,rainy,concert,29
2023-06-15,SKU_A,East,33,rainy,none,33
2023-06-15,SKU_B,East,54,rainy,none,32
2023-06-15,SKU_C,East,63,cold,none,42
2023-06-15,SKU_A,West,74,sunny,none,54
2023-06-15,SKU_B,West,96,rainy,sports,89
2023-06-15,SKU_C,West,65,hot,sports,14
2023-06-16,SKU_A,North,85,rainy,sports,11
2023-06-16,SKU_B,North,79,hot,concert,59
2023-06-16,SKU_C,North,86,sunny,sports,94
2023-06-16,SKU_A,South,87,sunny,none,79
2023-06-16,SKU_B,South,34,hot,none,78
2023-06-16,SKU_C,South,45,cold,sports,97
2023-06-16,SKU_A,East,66,sunny,sports,59
2023-06-16,SKU_B,East,70,cold,none,50
2023-06-16,SKU_C,East,56,hot,sports,94
2023-06-16,SKU_A,West,45,hot,none,59
2023-06-16,SKU_B,West,58,cold,concert,6
2023-06-16,SKU_C,West,100,rainy,concert,63
2023-06-17,SKU_A,North,93,rainy,sports,40
2023-06-17,SKU_B,North,83,sunny,concert,23
2023-06-17,SKU_C,North,63,rainy,sports,89
2023-06-17,SKU_A,South,69,cold,sports,38
2023-06-17,SKU_B,South,69,hot,concert,63
2023-06-17,SKU_C,South,57,sunny,none,79
2023-06-17,SKU_A,East,38,hot,sports,17
2023-06-17,SKU_B,East,96,hot,concert,92
2023-06-17,SKU_C,East,64,hot,sports,17
2023-06-17,SKU_A,West,51,sunny,none,26
2023-06-17,SKU_B,West,68,hot,none,57
2023-06-17,SKU_C,West,41,rainy,sports,44
2023-06-18,SKU_A,North,38,sunny,concert,19
2023-06-18,SKU_B,North,57,hot,concert,38
2023-06-18,SKU_C,North,47,sunny,concert,12
2023-06-18,SKU_A,South,74,rainy,none,28
2023-06-18,SKU_B,South,42,hot,sports,10
2023-06-18,SKU_C,South,55,rainy,concert,78
2023-06-18,SKU_A,East,42,hot,none,64
2023-06-18,SKU_B,East,69,hot,concert,15
2023-06-18,SKU_C,East,36,rainy,concert,41
2023-06-18,SKU_A,West,83,sunny,sports,99
2023-06-18,SKU_B,West,81,hot,concert,15
2023-06-18,SKU_C,West,54,cold,concert,49
2023-06-19,SKU_A,North,72,hot,sports,1
2023-06-19,SKU_B,North,80,cold,none,30
2023-06-19,SKU_C,North,37,sunny,concert,16
2023-06-19,SKU_A,South,66,hot,concert,82
2023-06-19,SKU_B,South,78,hot,none,53
2023-06-19,SKU_C,South,64,hot,concert,99
2023-06-19,SKU_A,East,57,cold,sports,82
2023-06-19,SKU_B,East,79,rainy,concert,16
2023-06-19,SKU_C,East,62,cold,none,99
2023-06-19,SKU_A,West,61,sunny,concert,33
2023-06-19,SKU_B,West,51,sunny,sports,76
2023-06-19,SKU_C,West,54,rainy,sports,41
2023-06-20,SKU_A,North,93,hot,concert,14
2023-06-20,SKU_B,North,20,sunny,none,17
2023-06-20,SKU_C,North,52,rainy,sports,86
2023-06-20,SKU_A,South,39,sunny,none,53
2023-06-20,SKU_B,South,50,hot,concert,35
2023-06-20,SKU_C,South,39,rainy,sports,50
2023-06-20,SKU_A,East,82,rainy,none,79
2023-06-20,SKU_B,East,81,hot,concert,22
2023-06-20,SKU_C,East,66,sunny,none,71
2023-06-20,SKU_A,West,73,sunny,sports,55
2023-06-20,SKU_B,West,88,hot,concert,52
2023-06-20,SKU_C,West,41,hot,concert,3
2023-06-21,SKU_A,North,39,hot,sports,15
2023-06-21,SKU_B,North,89,rainy,sports,47
2023-06-21,SKU_C,North,49,sunny,sports,8
2023-06-21,SKU_A,South,57,sunny,concert,71
2023-06-21,SKU_B,South,69,cold,none,91
2023-06-21,SKU_C,South,90,rainy,sports,96
2023-06-21,SKU_A,East,39,hot,none,82
2023-06-21,SKU_B,East,71,sunny,none,3
2023-06-21,SKU_C,East,84,hot,concert,99
2023-06-21,SKU_A,West,40,cold,none,3
2023-06-21,SKU_B,West,42,hot,none,99
2023-06-21,SKU_C,West,37,hot,none,55
2023-06-22,SKU_A,North,97,sunny,sports,87
2023-06-22,SKU_B,North,106,cold,sports,36
2023-06-22,SKU_C,North,84,rainy,concert,5
2023-06-22,SKU_A,South,89,hot,sports,11
2023-06-22,SKU_B,South,81,hot,concert,82
2023-06-22,SKU_C,South,69,rainy,none,66
2023-06-22,SKU_A,East,48,rainy,none,33
2023-06-22,SKU_B,East,67,cold,concert,35
2023-06-22,SKU_C,East,52,hot,sports,59
2023-06-22,SKU_A,West,68,hot,concert,80
2023-06-22,SKU_B,West,71,sunny,concert,42
2023-06-22,SKU_C,West,78,rainy,concert,34
2023-06-23,SKU_A,North,73,sunny,concert,33
2023-06-23,SKU_B,North,67,rainy,none,66
2023-06-23,SKU_C,North,93,hot,concert,48
2023-06-23,SKU_A,South,36,sunny,sports,21
2023-06-23,SKU_B,South,49,sunny,concert,63
2023-06-23,SKU_C,South,80,sunny,sports,99
2023-06-23,SKU_A,East,81,hot,sports,78
2023-06-23,SKU_B,East,72,sunny,sports,85
2023-06-23,SKU_C,East,72,sunny,sports,93
2023-06-23,SKU_A,West,84,hot,none,71
2023-06-23,SKU_B,West,57,hot,sports,35
2023-06-23,SKU_C,West,48,sunny,none,87
2023-06-24,SKU_A,North,51,hot,none,44
2023-06-24,SKU_B,North,52,cold,none,45
2023-06-24,SKU_C,North,69,sunny,sports,8
2023-06-24,SKU_A,South,20,cold,none,40
2023-06-24,SKU_B,South,54,hot,none,53
2023-06-24,SKU_C,South,62,rainy,sports,16
2023-06-24,SKU_A,East,66,cold,sports,47
2023-06-24,SKU_B,East,48,rainy,none,8
2023-06-24,SKU_C,East,48,cold,concert,1
2023-06-24,SKU_A,West,40,hot,none,19
2023-06-24,SKU_B,West,57,sunny,none,65
2023-06-24,SKU_C,West,74,rainy,none,50
2023-06-25,SKU_A,North,79,hot,sports,86
2023-06-25,SKU_B,North,72,rainy,sports,16
2023-06-25,SKU_C,North,63,rainy,sports,2
2023-06-25,SKU_A,South,71,rainy,sports,30
2023-06-25,SKU_B,South,63,sunny,concert,69
2023-06-25,SKU_C,South,54,sunny,none,64
2023-06-25,SKU_A,East,27,sunny,none,6
2023-06-25,SKU_B,East,61,hot,none,22
2023-06-25,SKU_C,East,100,cold,sports,92
2023-06-25,SKU_A,West,37,sunny,concert,60
2023-06-25,SKU_B,West,71,cold,sports,64
2023-06-25,SKU_C,West,46,hot,none,32
2023-06-26,SKU_A,North,31,rainy,none,73
2023-06-26,SKU_B,North,53,sunny,concert,95
2023-06-26,SKU_C,North,94,hot,concert,39
2023-06-26,SKU_A,South,86,hot,concert,79
2023-06-26,SKU_B,South,40,sunny,none,8
2023-06-26,SKU_C,South,39,sunny,concert,34
2023-06-26,SKU_A,East,85,hot,concert,99
2023-06-26,SKU_B,East,52,hot,none,40
2023-06-26,SKU_C,East,52,hot,concert,6
2023-06-26,SKU_A,West,56,sunny,sports,34
2023-06-26,SKU_B,West,77,rainy,sports,22
2023-06-26,SKU_C,West,57,hot,sports,44
2023-06-27,SKU_A,North,47,cold,none,56
2023-06-27,SKU_B,North,101,cold,concert,17
2023-06-27,SKU_C,North,104,hot,concert,88
2023-06-27,SKU_A,South,97,sunny,concert,66
2023-06-27,SKU_B,South,105,cold,concert,60
2023-06-27,SKU_C,South,40,rainy,sports,31
2023-06-27,SKU_A,East,85,hot,sports,32
2023-06-27,SKU_B,East,66,rainy,concert,9
2023-06-27,SKU_C,East,41,cold,sports,32
2023-06-27,SKU_A,West,82,cold,none,64
2023-06-27,SKU_B,West,58,hot,concert,68
2023-06-27,SKU_C,West,50,cold,concert,41
2023-06-28,SKU_A,North,38,sunny,sports,54
2023-06-28,SKU_B,North,79,sunny,sports,17
2023-06-28,SKU_C,North,104,cold,sports,71
2023-06-28,SKU_A,South,72,sunny,none,98
2023-06-28,SKU_B,South,69,hot,sports,29
2023-06-28,SKU_C,South,88,cold,concert,3
2023-06-28,SKU_A,East,61,cold,sports,15
2023-06-28,SKU_B,East,43,hot,none,40
2023-06-28,SKU_C,East,85,hot,none,83
2023-06-28,SKU_A,West,39,sunny,none,46
2023-06-28,SKU_B,West,94,hot,sports,20
2023-06-28,SKU_C,West,51,rainy,concert,38
2023-06-29,SKU_A,North,48,cold,none,68
2023-06-29,SKU_B,North,40,rainy,sports,51
2023-06-29,SKU_C,North,30,rainy,none,49
2023-06-29,SKU_A,South,80,rainy,sports,42
2023-06-29,SKU_B,South,86,rainy,sports,40
2023-06-29,SKU_C,South,66,hot,none,27
2023-06-29,SKU_A,East,88,rainy,sports,2
2023-06-29,SKU_B,East,48,cold,none,30
2023-06-29,SKU_C,East,36,cold,none,45
2023-06-29,SKU_A,West,69,sunny,concert,47
2023-06-29,SKU_B,West,57,sunny,concert,98
2023-06-29,SKU_C,West,93,cold,sports,33
2023-06-30,SKU_A,North,84,sunny,concert,95
2023-06-30,SKU_B,North,90,sunny,concert,37
2023-06-30,SKU_C,North,71,rainy,concert,69
2023-06-30,SKU_A,South,40,hot,none,7
2023-06-30,SKU_B,South,94,rainy,sports,76
2023-06-30,SKU_C,South,70,rainy,concert,64
2023-06-30,SKU_A,East,64,rainy,sports,91
2023-06-30,SKU_B,East,64,cold,none,27
2023-06-30,SKU_C,East,92,rainy,sports,25
2023-06-30,SKU_A,West,74,rainy,concert,92
2023-06-30,SKU_B,West,93,sunny,sports,19
2023-06-30,SKU_C,West,83,sunny,concert,89
2023-07-01,SKU_A,North,39,cold,concert,40
2023-07-01,SKU_B,North,82,hot,none,68
2023-07-01,SKU_C,North,40,sunny,sports,8
2023-07-01,SKU_A,South,92,cold,sports,9
2023-07-01,SKU_B,South,50,sunny,none,76
2023-07-01,SKU_C,South,73,sunny,concert,70
2023-07-01,SKU_A,East,93,sunny,sports,90
2023-07-01,SKU_B,East,70,sunny,sports,38
2023-07-01,SKU_C,East,25,cold,none,48
2023-07-01,SKU_A,West,89,sunny,concert,7
2023-07-01,SKU_B,West,82,rainy,none,97
2023-07-01,SKU_C,West,64,hot,none,31
2023-07-02,SKU_A,North,81,sunny,concert,86
2023-07-02,SKU_B,North,68,rainy,concert,88
2023-07-02,SKU_C,North,68,rainy,concert,59
2023-07-02,SKU_A,South,70,rainy,sports,10
2023-07-02,SKU_B,South,54,hot,sports,93
2023-07-02,SKU_C,South,46,sunny,sports,4
2023-07-02,SKU_A,East,23,rainy,none,19
2023-07-02,SKU_B,East,80,sunny,none,80
2023-07-02,SKU_C,East,71,sunny,concert,20
2023-07-02,SKU_A,West,95,hot,sports,82
2023-07-02,SKU_B,West,83,sunny,concert,34
2023-07-02,SKU_C,West,79,sunny,concert,5
2023-07-03,SKU_A,North,79,hot,sports,56
2023-07-03,SKU_B,North,70,hot,sports,37
2023-07-03,SKU_C,North,67,sunny,concert,30
2023-07-03,SKU_A,South,61,cold,none,8
2023-07-03,SKU_B,South,79,sunny,sports,54
2023-07-03,SKU_C,South,51,rainy,concert,66
2023-07-03,SKU_A,East,68,hot,concert,55
2023-07-03,SKU_B,East,89,sunny,sports,23
2023-07-03,SKU_C,East,67,cold,none,30
2023-07-03,SKU_A,West,89,sunny,concert,79
2023-07-03,SKU_B,West,70,hot,sports,87
2023-07-03,SKU_C,West,78,rainy,concert,88
2023-07-04,SKU_A,North,103,rainy,sports,71
2023-07-04,SKU_B,North,66,rainy,concert,45
2023-07-04,SKU_C,North,59,sunny,concert,3
2023-07-04,SKU_A,South,77,sunny,concert,33
2023-07-04,SKU_B,South,72,cold,concert,13
2023-07-04,SKU_C,South,72,hot,none,32
2023-07-04,SKU_A,East,95,hot,concert,70
2023-07-04,SKU_B,East,122,cold,sports,65
2023-07-04,SKU_C,East,79,cold,none,10
2023-07-04,SKU_A,West,69,sunny,none,95
2023-07-04,SKU_B,West,57,rainy,concert,2
